# OpenSignals Text File Format. Version 1
# {"8C:F6:81:6C:CD:1C": {"position": 0, "device": "cardiobanplux", "device name": "ECG", "device connection": "BTH8C:F6:81:6C:CD:1C", "sampling rate": 400, "resolution": [16, 16, 16, 16], "firmware version": 1027, "comments": "", "keywords": "", "mode": 0, "sync interval": 2, "date": "2024-1-15", "time": "16:53:51.736", "channels": [1, 2, 3, 4], "sensor": ["ECG", "gACC", "gACC", "gACC"], "label": ["ECG", "ACC_X", "ACC_Y", "ACC_Z"], "column": ["nSeq", "ECG", "ACC_X", "ACC_Y", "ACC_Z"], "special": [{}, {}, {}, {}], "digital IO": [], "convertedValues": 0}}
# EndOfHeader
0	30160	38568	38124	34228	
1	32208	38576	38112	34208	
2	32224	38616	38072	34252	
3	32304	38612	38096	34256	
4	32304	38612	38076	34284	
5	32336	38624	38088	34272	
6	32400	38596	38120	34240	
7	32432	38664	38120	34280	
8	32352	38640	38120	34308	
9	32224	38644	38108	34304	
10	32256	38624	38096	34312	
11	32416	38628	38092	34288	
12	32560	38628	38096	34312	
13	32624	38660	38112	34312	
14	32688	38680	38068	34328	
15	32624	38672	38072	34340	
16	32544	38668	38064	34348	
17	32480	38672	38120	34340	
18	32448	38664	38084	34320	
19	32560	38692	38112	34348	
20	32592	38684	38080	34360	
21	32688	38688	38104	34348	
22	32704	38680	38084	34344	
23	32688	38692	38112	34340	
24	32544	38688	38100	34364	
25	32560	38684	38104	34324	
26	32528	38696	38104	34340	
27	32656	38684	38108	34312	
28	32688	38684	38080	34328	
29	32768	38656	38108	34316	
30	32704	38676	38144	34324	
31	32688	38664	38136	34340	
32	32608	38656	38108	34340	
33	32432	38632	38100	34332	
34	32384	38640	38136	34348	
35	32448	38660	38136	34320	
36	32576	38664	38096	34296	
37	32560	38668	38088	34356	
38	32512	38608	38104	34320	
39	32400	38660	38124	34328	
40	32336	38640	38132	34364	
41	32224	38648	38120	34328	
42	32240	38636	38148	34316	
43	32352	38620	38116	34316	
44	32368	38640	38096	34328	
45	32432	38644	38112	34332	
46	32448	38632	38108	34320	
47	32352	38596	38072	34348	
48	32256	38632	38116	34336	
49	32112	38636	38076	34344	
50	32192	38640	38104	34348	
51	32272	38632	38104	34336	
52	32336	38624	38084	34308	
53	32320	38592	38112	34324	
54	32336	38604	38124	34368	
55	32320	38636	38140	34328	
56	32224	38624	38084	34344	
57	32144	38592	38080	34332	
58	32224	38624	38092	34332	
59	32304	38604	38092	34324	
60	32400	38620	38148	34352	
61	32416	38604	38088	34340	
62	32464	38604	38108	34316	
63	32496	38628	38068	34300	
64	32400	38596	38088	34348	
65	32368	38604	38052	34316	
66	32480	38560	38052	34348	
67	32576	38564	38056	34296	
68	32688	38572	38064	34296	
69	32752	38580	38040	34308	
70	32832	38564	38048	34308	
71	32928	38556	38024	34324	
72	33120	38528	38040	34324	
73	33200	38552	38036	34316	
74	33424	38576	38048	34316	
75	33664	38548	38052	34300	
76	34016	38560	38032	34312	
77	34208	38568	38052	34260	
78	34160	38560	38056	34288	
79	33968	38600	38068	34248	
80	33680	38588	38048	34284	
81	33344	38612	38056	34224	
82	33088	38604	38092	34256	
83	32704	38548	38068	34252	
84	32288	38596	38088	34236	
85	31840	38568	38052	34252	
86	31488	38560	38076	34288	
87	31056	38620	38064	34296	
88	30464	38632	38088	34272	
89	29712	38628	38084	34252	
90	29312	38612	38076	34268	
91	29248	38624	38108	34332	
92	29536	38636	38140	34308	
93	29856	38588	38160	34320	
94	30256	38608	38136	34296	
95	30624	38592	38140	34328	
96	31040	38644	38108	34348	
97	31440	38624	38088	34332	
98	31920	38656	38112	34332	
99	32256	38664	38108	34344	
100	32544	38664	38136	34324	
101	32752	38644	38132	34352	
102	32832	38664	38136	34368	
103	32784	38648	38104	34420	
104	32704	38672	38096	34396	
105	32656	38692	38056	34416	
106	32624	38680	38056	34392	
107	32704	38676	38088	34416	
108	32672	38716	38072	34396	
109	32688	38688	38056	34444	
110	32768	38696	38060	34468	
111	32720	38704	38048	34480	
112	32528	38700	38028	34500	
113	32480	38700	38044	34500	
114	32512	38704	38040	34516	
115	32640	38700	38044	34536	
116	32704	38656	38048	34480	
117	32752	38652	38040	34468	
118	32736	38644	38036	34472	
119	32656	38632	38040	34432	
120	32496	38632	38000	34460	
121	32416	38612	37996	34376	
122	32384	38644	38000	34376	
123	32496	38652	37984	34364	
124	32576	38664	38004	34352	
125	32608	38680	37976	34356	
126	32656	38680	38016	34336	
127	32544	38688	38032	34332	
128	32512	38704	38020	34328	
129	32416	38680	38028	34340	
130	32528	38668	38040	34312	
131	32608	38636	38048	34300	
132	32704	38644	38052	34352	
133	32704	38604	38052	34324	
134	32752	38640	38088	34312	
135	32768	38652	38088	34344	
136	32560	38628	38084	34308	
137	32528	38648	38072	34340	
138	32576	38636	38072	34292	
139	32656	38684	38064	34264	
140	32576	38672	38080	34284	
141	32512	38708	38112	34288	
142	32544	38704	38084	34324	
143	32512	38716	38120	34344	
144	32416	38692	38108	34324	
145	32336	38708	38100	34340	
146	32352	38684	38100	34332	
147	32464	38676	38128	34356	
148	32560	38672	38156	34388	
149	32656	38680	38196	34384	
150	32656	38680	38176	34420	
151	32672	38696	38192	34412	
152	32624	38700	38176	34392	
153	32512	38712	38200	34408	
154	32592	38708	38196	34440	
155	32656	38748	38212	34420	
156	32768	38728	38196	34412	
157	32816	38728	38196	34456	
158	32800	38732	38188	34432	
159	32752	38748	38172	34420	
160	32656	38724	38172	34464	
161	32624	38740	38192	34464	
162	32672	38756	38120	34428	
163	32752	38756	38168	34452	
164	32880	38740	38104	34444	
165	32944	38748	38104	34468	
166	32928	38700	38120	34436	
167	32928	38716	38072	34452	
168	32816	38684	38136	34468	
169	32672	38684	38056	34484	
170	32656	38680	38072	34464	
171	32688	38696	38072	34496	
172	32784	38680	38040	34420	
173	32800	38672	38076	34444	
174	32880	38684	38108	34444	
175	32864	38652	38080	34368	
176	32816	38664	38064	34376	
177	32672	38684	38064	34392	
178	32672	38640	38064	34352	
