# OpenSignals Text File Format. Version 1
# {"00:07:80:0F:2F:AD": {"position": 0, "device": "biosignalsplux", "device name": "00:07:80:0F:2F:AD", "device connection": "BTH00:07:80:0F:2F:AD", "sampling rate": 400, "resolution": [16, 16, 16], "firmware version": 775, "comments": "", "keywords": "", "mode": 0, "sync interval": 2, "date": "2023-6-28", "time": "17:17:35.207", "channels": [1, 2, 3], "sensor": ["XYZ", "XYZ", "XYZ"], "label": ["CH1", "CH2", "CH3"], "column": ["nSeq", "DI", "CH1", "CH2", "CH3"], "special": [{"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}], "digital IO": [0, 1], "sleeve color": ["yellow", "", ""]}}
# EndOfHeader
0	0	33976	32640	37812	
1	0	33984	32624	37832	
2	0	34008	32624	37796	
3	0	34004	32620	37808	
4	0	34000	32624	37784	
5	0	34008	32616	37796	
6	0	34000	32602	37780	
7	0	34004	32596	37796	
8	0	33996	32588	37776	
9	0	34000	32600	37774	
10	0	33996	32592	37788	
11	0	33988	32612	37792	
12	0	34000	32610	37800	
13	0	33996	32624	37796	
14	0	33992	32632	37788	
15	0	33992	32628	37784	
16	0	33988	32620	37808	
17	0	33988	32596	37812	
18	0	33984	32584	37774	
19	0	33984	32568	37744	
20	0	33976	32570	37744	
21	0	33988	32564	37712	
22	0	33964	32548	37728	
23	0	33964	32554	37724	
24	0	33944	32532	37708	
25	0	33940	32548	37732	
26	0	33952	32548	37732	
27	0	33952	32544	37720	
28	0	33968	32536	37740	
29	0	33964	32552	37748	
30	0	33972	32552	37740	
31	0	33968	32556	37768	
32	0	33976	32552	37740	
33	0	33988	32556	37728	
34	0	33984	32540	37720	
35	0	33984	32564	37744	
36	0	33978	32556	37744	
37	0	33994	32564	37764	
38	0	33984	32576	37768	
39	0	34000	32576	37788	
40	0	34008	32592	37796	
41	0	34008	32596	37788	
42	0	34020	32600	37800	
43	0	34008	32596	37808	
44	0	33996	32608	37816	
45	0	34004	32604	37784	
46	0	34012	32588	37808	
47	0	33992	32600	37800	
48	0	34010	32604	37788	
49	0	34016	32608	37804	
50	0	34020	32608	37832	
51	0	34024	32612	37824	
52	0	34000	32620	37812	
53	0	34000	32618	37800	
54	0	34004	32608	37816	
55	0	34000	32596	37780	
56	0	33996	32596	37804	
57	0	33992	32600	37824	
58	0	33980	32628	37804	
59	0	33988	32616	37804	
60	0	34016	32608	37820	
61	0	33996	32632	37816	
62	0	34000	32608	37816	
63	0	33992	32612	37828	
64	0	33984	32604	37834	
65	0	33984	32608	37816	
66	0	33984	32608	37776	
67	0	33972	32612	37772	
68	0	33984	32604	37760	
69	0	33984	32592	37780	
70	0	33968	32600	37820	
71	0	33988	32616	37828	
72	0	33992	32608	37804	
73	0	33992	32624	37820	
74	0	34000	32624	37824	
75	0	33988	32628	37840	
76	0	33992	32624	37800	
77	0	33980	32608	37792	
78	0	34000	32592	37786	
79	0	33984	32610	37760	
80	0	33992	32584	37792	
81	0	33984	32588	37764	
82	0	34000	32616	37772	
83	0	33992	32624	37784	
84	0	33996	32608	37768	
85	0	34000	32620	37784	
86	0	34008	32612	37776	
87	0	34004	32616	37784	
88	0	33984	32622	37784	
89	0	34000	32616	37800	
90	0	33992	32620	37804	
91	0	33968	32620	37804	
92	0	33990	32616	37824	
93	0	33996	32616	37816	
94	0	34000	32626	37808	
95	0	33976	32640	37812	
96	0	33992	32632	37784	
97	0	33984	32640	37800	
98	0	33992	32648	37818	
99	0	34004	32650	37812	
100	0	33984	32644	37824	
101	0	33976	32636	37800	
102	0	33972	32592	37788	
103	0	33984	32544	37752	
104	0	33980	32544	37742	
105	0	33964	32548	37732	
106	0	33970	32568	37712	
107	0	33964	32592	37708	
108	0	33980	32624	37756	
109	0	34000	32652	37792	
110	0	34028	32680	37842	
111	0	34008	32690	37864	
112	0	34024	32733	37880	
113	0	34020	32732	37900	
114	0	34024	32728	37880	
115	0	34016	32704	37872	
116	0	34032	32712	37868	
117	0	34012	32684	37844	
118	0	34000	32678	37812	
119	0	34000	32656	37800	
120	0	33984	32656	37788	
121	0	34004	32648	37776	
122	0	34000	32672	37792	
123	0	33992	32684	37808	
124	0	34002	32680	37844	
125	0	33984	32688	37832	
126	0	33980	32688	37824	
127	0	33988	32680	37796	
128	0	33973	32664	37776	
129	0	33972	32620	37756	
