# OpenSignals Text File Format. Version 1
# {"00:07:80:0F:2F:AD": {"position": 0, "device": "biosignalsplux", "device name": "00:07:80:0F:2F:AD", "device connection": "BTH00:07:80:0F:2F:AD", "sampling rate": 1000, "resolution": [16, 16, 16, 16], "firmware version": 776, "comments": "", "keywords": "", "mode": 0, "sync interval": 2, "date": "2024-1-15", "time": "16:0:0.959", "channels": [1, 5, 6, 7], "sensor": ["EMG", "XYZ", "XYZ", "XYZ"], "label": ["CH1", "CH5", "CH6", "CH7"], "column": ["nSeq", "DI", "CH1", "CH5", "CH6", "CH7"], "special": [{"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}], "digital IO": [0, 1], "sleeve color": ["dark_blue", "white", "white", "white"], "convertedValues": 0}}
# EndOfHeader
0	0	32783	33784	38498	33866	
1	0	32824	33668	38512	33879	
2	0	32724	33682	38522	33880	
3	0	32620	33730	38548	33873	
4	0	32684	33636	38536	33874	
5	0	32800	33556	38496	33870	
6	0	32816	33508	38492	33896	
7	0	32822	33600	38490	33884	
8	0	32804	33664	38478	33908	
9	0	32932	33672	38460	33920	
10	0	32917	33696	38457	33925	
11	0	32826	33700	38472	33936	
12	0	32818	33898	38452	33962	
13	0	32796	33722	38414	33966	
14	0	32674	33856	38444	33980	
15	0	32556	33796	38452	33994	
16	0	32366	33870	38472	34002	
17	0	32596	33619	38464	33992	
18	0	32768	33706	38490	34016	
19	0	32850	33786	38492	34016	
20	0	32850	33665	38475	34020	
21	0	32840	33696	38498	34026	
22	0	32794	33556	38536	34024	
23	0	32866	33544	38518	34030	
24	0	32859	33648	38542	34016	
25	0	32832	33560	38546	34008	
26	0	32864	33554	38546	34002	
27	0	32844	33468	38524	34016	
28	0	32794	33498	38548	34026	
29	0	32818	33408	38534	34038	
30	0	32809	33522	38540	34028	
31	0	32760	33572	38540	34030	
32	0	32746	33594	38552	34034	
33	0	32792	33496	38560	34048	
34	0	32816	33497	38558	34033	
35	0	32914	33654	38584	34024	
36	0	32835	33566	38548	34034	
37	0	32812	33518	38566	34040	
38	0	32534	33508	38560	34020	
39	0	32510	33643	38542	34020	
40	0	32662	33576	38550	34012	
41	0	32758	33640	38548	34004	
42	0	32744	33542	38538	33990	
43	0	32936	33698	38528	33980	
44	0	32856	33508	38528	33956	
45	0	32928	33602	38522	33914	
46	0	32859	33704	38530	33890	
47	0	32874	33676	38542	33873	
48	0	32716	33752	38528	33842	
49	0	32670	33612	38530	33836	
50	0	32840	33770	38536	33796	
51	0	32783	33692	38544	33789	
52	0	32544	33580	38532	33796	
53	0	32588	33672	38506	33758	
54	0	32760	33768	38508	33754	
55	0	32848	33632	38510	33732	
56	0	32912	33742	38532	33716	
57	0	32824	33804	38526	33703	
58	0	32832	33718	38490	33716	
59	0	32832	33716	38514	33718	
60	0	32812	33736	38490	33740	
61	0	32788	33668	38471	33776	
62	0	32688	33736	38470	33794	
63	0	32700	33598	38488	33808	
64	0	32712	33694	38458	33860	
65	0	32760	33694	38428	33860	
66	0	32804	33727	38428	33878	
67	0	32844	33804	38412	33900	
68	0	32676	33768	38414	33881	
69	0	32704	33896	38412	33898	
70	0	32754	33652	38434	33894	
71	0	32860	33702	38428	33920	
72	0	32966	33768	38420	33932	
73	0	32910	33762	38428	33944	
74	0	32926	33692	38428	33946	
75	0	32908	33756	38436	33954	
76	0	32823	33684	38432	33974	
77	0	32678	33756	38408	33974	
78	0	32498	33664	38430	33980	
79	0	32396	33772	38436	33990	
80	0	32558	33680	38442	33998	
81	0	32686	33808	38440	34008	
82	0	32712	33646	38474	33992	
83	0	32824	33707	38472	33988	
84	0	32810	33736	38466	33950	
85	0	32876	33712	38486	33942	
86	0	32984	33722	38512	33922	
87	0	32964	33732	38520	33912	
88	0	32870	33564	38512	33888	
89	0	32808	33646	38516	33888	
90	0	32820	33648	38504	33900	
91	0	32816	33556	38478	33892	
92	0	32784	33646	38478	33912	
93	0	32826	33652	38482	33908	
94	0	32756	33570	38479	33906	
95	0	32804	33600	38484	33928	
96	0	32708	33463	38496	33916	
97	0	32773	33560	38492	33927	
98	0	32758	33536	38490	33928	
99	0	32654	33520	38504	33944	
100	0	32672	33540	38492	33956	
101	0	32682	33636	38526	33962	
102	0	32684	33472	38534	33954	
103	0	32778	33414	38512	33958	
104	0	32805	33566	38528	33952	
105	0	32831	33437	38546	33924	
106	0	32898	33518	38558	33912	
107	0	32824	33468	38586	33900	
108	0	32824	33415	38562	33882	
109	0	32752	33520	38584	33876	
110	0	32688	33444	38568	33864	
111	0	32794	33516	38547	33832	
112	0	32788	33508	38548	33832	
113	0	32804	33480	38580	33818	
114	0	32776	33524	38574	33814	
115	0	32776	33478	38550	33804	
116	0	32842	33620	38562	33788	
117	0	32782	33480	38544	33782	
118	0	32847	33402	38548	33792	
119	0	32807	33568	38560	33788	
