# OpenSignals Text File Format. Version 1
# {"00:07:80:0F:2F:AD": {"position": 0, "device": "biosignalsplux", "device name": "00:07:80:0F:2F:AD", "device connection": "BTH00:07:80:0F:2F:AD", "sampling rate": 300, "resolution": [16, 16, 16, 16], "firmware version": 776, "comments": "", "keywords": "", "mode": 0, "sync interval": 2, "date": "2024-1-15", "time": "16:51:19.457", "channels": [1, 5, 6, 7], "sensor": ["ECG", "XYZ", "XYZ", "XYZ"], "label": ["CH1", "CH5", "CH6", "CH7"], "column": ["nSeq", "DI", "CH1", "CH5", "CH6", "CH7"], "special": [{"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}], "digital IO": [0, 1], "sleeve color": ["light_green", "white", "white", "white"], "convertedValues": 0}}
# EndOfHeader
0	0	32932	36090	27216	32064	
1	0	32933	36036	27210	32068	
2	0	32906	35992	27206	32052	
3	0	32928	36170	27193	32053	
4	0	32906	36170	27194	32030	
5	0	32912	36136	27184	32026	
6	0	32880	36060	27166	32034	
7	0	32896	36140	27164	32020	
8	0	32936	36088	27140	32020	
9	0	32948	36138	27146	32018	
10	0	32912	36176	27148	31988	
11	0	32908	36072	27166	32000	
12	0	32964	36104	27146	32004	
13	0	32958	36076	27156	32020	
14	0	32916	36079	27104	32008	
15	0	32952	36058	27124	32004	
16	0	32934	36020	27136	32000	
17	0	32932	36168	27105	31994	
18	0	32940	36058	27122	32024	
19	0	32998	35936	27112	32010	
20	0	32994	36008	27119	32010	
21	0	32936	35992	27136	32032	
22	0	32968	36132	27156	32034	
23	0	32972	36032	27120	32044	
24	0	32958	36130	27138	32048	
25	0	32964	36122	27162	32066	
26	0	32984	36006	27200	32036	
27	0	32948	36040	27162	32062	
28	0	32906	36126	27193	32070	
29	0	32948	36114	27150	32062	
30	0	32924	35992	27148	32092	
31	0	32886	36119	27138	32064	
32	0	32884	36106	27106	32066	
33	0	33012	36072	27088	32040	
34	0	32940	36032	27074	32032	
35	0	32934	36060	27082	32021	
36	0	32844	36040	27076	32012	
37	0	32856	36160	27044	32014	
38	0	32864	36044	27029	32008	
39	0	32800	36174	27046	32026	
40	0	32864	36119	27042	32036	
41	0	32860	36058	27024	32038	
42	0	32876	36178	27051	32032	
43	0	32862	36188	27046	32020	
44	0	32794	36100	27039	32056	
45	0	32745	36136	27046	32076	
46	0	32736	36134	27050	32056	
47	0	32796	36106	27038	32096	
48	0	32800	36028	27068	32096	
49	0	32770	36042	27084	32084	
50	0	32744	36028	27062	32112	
51	0	32702	36040	27072	32108	
52	0	32684	36064	27074	32112	
53	0	32650	36088	27094	32124	
54	0	32652	36084	27104	32136	
55	0	32640	36088	27119	32114	
56	0	32706	36126	27122	32102	
57	0	32810	36096	27160	32139	
58	0	32801	36036	27140	32114	
59	0	32832	36129	27148	32105	
60	0	32784	36130	27144	32120	
61	0	32848	36152	27170	32118	
62	0	32906	36164	27160	32112	
63	0	32960	35994	27152	32104	
64	0	32888	36052	27166	32071	
65	0	32906	36216	27160	32085	
66	0	32815	36118	27162	32044	
67	0	32836	36087	27176	32067	
68	0	32860	36096	27176	32056	
69	0	32726	36088	27148	32048	
70	0	32746	36064	27168	32030	
71	0	32856	36104	27180	32024	
72	0	32846	36102	27168	32012	
73	0	32900	36017	27154	32004	
74	0	32914	36112	27134	32010	
75	0	32838	35978	27128	32012	
76	0	32805	36004	27132	32004	
77	0	32892	35994	27116	32019	
78	0	32896	36085	27137	32008	
79	0	32892	36072	27129	32008	
80	0	32855	36056	27132	32011	
81	0	32760	36189	27132	32010	
82	0	32486	36124	27104	32002	
83	0	32030	36110	27123	31994	
84	0	31648	36190	27147	31986	
85	0	31564	36044	27142	32000	
86	0	31024	36058	27168	31992	
87	0	31364	36232	27174	31978	
88	0	33468	36175	27198	31990	
89	0	36568	36199	27182	31968	
90	0	40832	36322	27189	32006	
91	0	44098	36375	27197	31990	
92	0	46752	36393	27208	31996	
93	0	48264	36288	27204	31964	
94	0	44808	36556	27186	31948	
95	0	40428	36311	27144	31964	
96	0	36504	36328	27144	31950	
97	0	36602	36252	27156	31960	
98	0	35668	36176	27136	31964	
99	0	34068	36168	27110	31986	
100	0	32696	35972	27106	32014	
101	0	31592	36178	27146	32048	
102	0	30932	35942	27144	32044	
103	0	30574	36038	27222	32034	
104	0	30310	36048	27264	32030	
105	0	30200	36000	27278	32016	
106	0	30228	36032	27312	32004	
107	0	30202	36084	27282	31974	
108	0	30216	36124	27256	31972	
109	0	30240	36224	27319	31968	
110	0	30270	36138	27336	31954	
111	0	30378	36016	27252	31964	
112	0	30458	35988	27232	31958	
113	0	30464	35964	27220	31964	
114	0	30452	36106	27190	31968	
115	0	30462	36290	27153	31996	
116	0	30586	36266	27120	31994	
117	0	30734	36055	27130	31998	
118	0	30722	36104	27124	32018	
119	0	30702	36002	27148	32036	
120	0	30720	36120	27132	32048	
121	0	30748	36245	27170	32093	
122	0	30732	36210	27188	32052	
123	0	30708	36172	27192	32040	
124	0	30744	36172	27180	32033	
125	0	30730	36338	27160	32010	
126	0	30772	36224	27196	32012	
127	0	30704	36115	27205	32015	
128	0	30678	36200	27176	32044	
129	0	30732	36112	27180	32064	
130	0	30754	36114	27196	32044	
131	0	30758	36096	27180	32026	
132	0	30767	35922	27150	32002	
133	0	30784	36088	27114	32014	
134	0	30752	36156	27092	31995	
135	0	30732	36164	27068	31964	
136	0	30756	36048	27089	31973	
137	0	30758	36130	27118	31948	
138	0	30748	35988	27122	31984	
139	0	30724	35984	27100	31972	
140	0	30646	36016	27136	31978	
141	0	30556	36144	27132	31982	
142	0	30530	35918	27112	31963	
143	0	30498	35926	27120	31988	
144	0	30400	35930	27098	31992	
145	0	30364	35859	27136	32002	
146	0	30272	35920	27136	32006	
147	0	30230	35952	27140	32004	
148	0	30152	35860	27126	32004	
149	0	30064	35864	27142	32052	
150	0	29958	35956	27142	32038	
151	0	29908	35896	27159	32045	
152	0	29920	35941	27176	32032	
153	0	29980	35880	27216	32012	
154	0	29972	35940	27217	32052	
155	0	30058	35934	27216	32045	
156	0	30152	36010	27240	32048	
157	0	30224	35796	27208	32064	
158	0	30328	36088	27218	32038	
159	0	30428	35924	27224	32040	
160	0	30542	35940	27204	32060	
161	0	30646	35936	27204	32058	
162	0	30796	35940	27200	32044	
163	0	30858	35808	27185	32032	
164	0	30976	35878	27183	32044	
165	0	31158	35824	27188	32020	
166	0	31348	35846	27149	32034	
167	0	31526	35868	27156	32024	
168	0	31712	35832	27146	31994	
169	0	31914	35876	27106	31984	
170	0	32076	35792	27116	31972	
171	0	32296	35840	27076	31976	
172	0	32440	35824	27044	31994	
173	0	32692	35828	27056	31972	
174	0	32884	35818	27020	31996	
175	0	33024	35860	26998	32012	
176	0	33172	35818	26956	32006	
177	0	33306	35868	26952	32018	
178	0	33448	35700	26936	32022	
179	0	33512	35732	26910	32023	
180	0	33572	35864	26876	32030	
181	0	33596	35858	26914	32034	
182	0	33616	35680	26892	32033	
183	0	33632	35736	26918	32024	
184	0	33652	35870	26928	32044	
185	0	33684	35864	26919	32078	
186	0	33658	35844	26952	32064	
187	0	33641	35818	26964	32036	
188	0	33654	35886	26978	32012	
189	0	33654	35898	26998	32008	
190	0	33676	35838	27000	32040	
191	0	33708	35852	27024	32050	
192	0	33700	35924	27036	32014	
193	0	33680	35820	27014	32036	
194	0	33700	35944	27036	31992	
195	0	33682	35968	27048	32000	
196	0	33664	36042	27038	32001	
197	0	33712	36022	27070	31976	
198	0	33707	36008	27078	31978	
199	0	33736	35954	27064	31988	
200	0	33752	36052	27108	32004	
201	0	33736	36002	27136	31988	
202	0	33743	36032	27144	32000	
203	0	33740	35994	27148	31988	
204	0	33734	35960	27194	31980	
205	0	33686	35904	27176	31962	
206	0	33706	35950	27128	31960	
207	0	33728	36108	27177	31931	
208	0	33676	36008	27180	31940	
209	0	33676	36048	27172	31932	
210	0	33642	35968	27186	31922	
211	0	33648	35972	27180	31900	
212	0	33626	35976	27194	31898	
213	0	33648	36086	27182	31900	
214	0	33640	36066	27212	31918	
215	0	33614	36092	27194	31892	
216	0	33640	35930	27202	31880	
217	0	33584	36018	27200	31848	
218	0	33592	36040	27208	31858	
219	0	33650	35964	27230	31862	
220	0	33620	36110	27206	31886	
221	0	33580	36040	27162	31887	
222	0	33622	36026	27198	31896	
223	0	33580	36135	27184	31879	
224	0	33600	36086	27170	31924	
225	0	33600	36066	27138	31924	
226	0	33580	36152	27172	31940	
227	0	33568	36064	27140	31940	
228	0	33496	35928	27148	31960	
229	0	33564	36000	27140	31996	
230	0	33524	35993	27121	31976	
231	0	33472	36088	27121	31963	
232	0	33475	35950	27082	31958	
233	0	33434	36158	27092	31964	
234	0	33432	36058	27084	32004	
235	0	33478	36052	27090	32000	
236	0	33463	35984	27064	32028	
237	0	33450	35960	27079	32018	
238	0	33450	36016	27086	32000	
239	0	33504	36109	27084	31996	
240	0	33520	35960	27054	31983	
241	0	33436	35936	27040	32000	
242	0	33462	35952	27062	32008	
243	0	33370	35854	27076	31984	
244	0	33230	35855	27062	32010	
