# OpenSignals Text File Format. Version 1
# {"88:6B:0F:AB:F8:70": {"position": 0, "device": "musclebanplux", "device name": "EMG", "device connection": "BTH88:6B:0F:AB:F8:70", "sampling rate": 1000, "resolution": [16], "firmware version": 1026, "comments": "", "keywords": "", "mode": 0, "sync interval": 2, "date": "2024-1-15", "time": "16:27:50.862", "channels": [1], "sensor": ["EMG"], "label": ["EMG"], "column": ["nSeq", "EMG"], "special": [{}], "digital IO": [], "convertedValues": 0}, "88:6B:0F:AB:F7:54": {"position": 1, "device": "musclebanplux", "device name": "ACC", "device connection": "BTH88:6B:0F:AB:F7:54", "sampling rate": 1000, "resolution": [16, 16, 16, 16], "firmware version": 1026, "comments": "", "keywords": "", "mode": 0, "sync interval": 2, "date": "2024-1-15", "time": "16:27:50.862", "channels": [1, 2, 3, 4], "sensor": ["EMG", "gACC", "gACC", "gACC"], "label": ["EMG", "ACC_X", "ACC_Y", "ACC_Z"], "column": ["nSeq", "EMG", "ACC_X", "ACC_Y", "ACC_Z"], "special": [{}, {}, {}, {}], "digital IO": [], "convertedValues": 0}}
# EndOfHeader
5327	32480	111	32048	40540	34372	32944	
5328	32288	112	33264	40556	34408	32912	
5329	32688	113	33600	40528	34424	32920	
5330	32768	114	33696	40568	34416	32920	
5331	32656	115	34800	40568	34416	32920	
5332	32624	116	34800	40564	34432	32864	
5333	32624	117	32784	40624	34392	32880	
5334	32528	118	28464	40548	34392	32904	
5335	32624	119	24336	40640	34400	32912	
5336	32448	120	28688	40640	34400	32912	
5337	32544	121	33136	40540	34392	32888	
5338	32528	122	35232	40688	34372	32896	
5339	32288	123	35216	40656	34364	32880	
5340	32592	124	34480	40632	34384	32848	
5341	32288	125	34368	40632	34384	32848	
5342	32432	126	34272	40660	34328	32904	
5343	32480	127	33920	40660	34288	32896	
5344	32528	128	33184	40696	34296	33000	
5345	32480	129	33232	40716	34304	32952	
5346	32640	130	32304	40716	34304	32952	
5347	32384	131	31344	40732	34296	32968	
5348	32416	132	31504	40652	34312	33000	
5349	32608	133	32368	40688	34320	33056	
5350	32544	134	32400	40716	34288	33048	
5351	32464	135	32832	40716	34288	33048	
5352	32320	136	33408	40732	34272	33080	
5353	32544	137	32896	40724	34260	33048	
5354	32752	138	31872	40680	34292	33120	
5355	32640	139	30928	40732	34264	33136	
5356	32576	140	31328	40732	34264	33136	
5357	32464	141	32224	40676	34268	33088	
5358	32512	142	32464	40668	34264	33072	
5359	32400	143	31936	40652	34260	33080	
5360	32448	144	32800	40680	34248	33112	
5361	32416	145	33504	40680	34248	33112	
5362	32592	146	34256	40660	34256	33072	
5363	32528	147	33792	40680	34232	33072	
5364	32416	148	32336	40672	34264	33064	
5365	32368	149	30160	40652	34204	33088	
5366	32608	150	31008	40652	34204	33088	
5367	32400	151	31408	40680	34248	33080	
5368	32464	152	31936	40724	34248	33032	
5369	32336	153	33664	40668	34244	33000	
5370	32768	154	32416	40648	34224	32968	
5371	32560	155	30816	40648	34224	32968	
5372	32192	156	30432	40716	34224	32976	
5373	32256	157	31856	40676	34188	32944	
5374	32384	158	33440	40724	34212	32896	
5375	32624	159	33616	40668	34228	32960	
5376	32480	160	33984	40668	34228	32960	
5377	32416	161	34608	40760	34192	32968	
5378	32320	162	35136	40708	34200	33000	
5379	32560	163	35152	40668	34188	32936	
5380	32560	164	34176	40716	34208	32944	
5381	32576	165	34208	40716	34208	32944	
5382	32496	166	32848	40668	34252	32936	
5383	32384	167	31200	40712	34248	32864	
5384	32816	168	29360	40648	34232	32912	
5385	32528	169	29120	40696	34276	32864	
5386	32752	170	30256	40696	34276	32864	
5387	32288	171	30448	40600	34296	32976	
5388	32400	172	30048	40696	34276	32976	
5389	32544	173	28944	40668	34284	32944	
5390	32592	174	32160	40696	34312	32920	
5391	32528	175	34736	40696	34312	32920	
5392	32480	176	35088	40716	34296	32944	
5393	32256	177	34576	40652	34284	32920	
5394	32240	178	30256	40640	34328	32928	
5395	32368	179	30064	40616	34312	32944	
5396	32688	180	32816	40616	34312	32944	
5397	32480	181	34656	40632	34348	32952	
5398	32432	182	35664	40640	34312	32936	
5399	32496	183	34288	40680	34372	32952	
5400	32592	184	32400	40596	34328	32864	
5401	32624	185	30816	40596	34328	32864	
5402	32432	186	31344	40716	34328	32920	
5403	32352	187	32272	40652	34328	32896	
5404	32384	188	32864	40648	34336	32920	
5405	32656	189	35152	40668	34352	32872	
5406	32464	190	34512	40668	34352	32872	
5407	32288	191	34704	40732	34340	32872	
5408	32448	192	35120	40724	34344	32904	
5409	32464	193	33616	40724	34400	32880	
5410	32464	194	32368	40760	34348	32936	
5411	32384	195	31072	40760	34348	32936	
5412	32544	196	28688	40776	34312	32896	
5413	32400	197	28592	40768	34304	32904	
5414	32304	198	28240	40796	34416	32912	
5415	32208	199	29792	40724	34408	32848	
5416	32400	200	33728	40724	34408	32848	
5417	32544	201	33760	40780	34404	32936	
5418	32496	202	33088	40752	34360	32936	
5419	32544	203	33792	40772	34352	32960	
5420	32464	204	34096	40776	34352	32944	
5421	32576	205	33744	40776	34352	32944	
5422	32528	206	33648	40676	34388	32960	
5423	32368	207	33168	40708	34344	32968	
5424	32448	208	32736	40736	34356	32944	
5425	32640	209	32704	40704	34364	32968	
5426	32336	210	31984	40704	34364	32968	
5427	32432	211	32128	40668	34320	32992	
5428	32384	212	33088	40760	34308	33040	
5429	32496	213	34784	40680	34268	32992	
5430	32704	214	35520	40732	34292	32968	
5431	32576	215	34080	40732	34292	32968	
5432	32384	216	31152	40724	34312	32944	
5433	32512	217	28592	40692	34296	32968	
5434	32608	218	28032	40704	34304	33120	
5435	32624	219	30800	40704	34312	32984	
5436	32480	220	32224	40704	34312	32984	
5437	32624	221	32464	40660	34240	33040	
5438	32464	222	32816	40660	34276	33064	
5439	32480	223	33680	40752	34284	33096	
5440	32272	224	33216	40768	34276	33112	
5441	32656	225	33936	40768	34276	33112	
5442	32512	226	32352	40712	34252	33080	
5443	32544	227	30880	40676	34200	33088	
5444	32384	228	31648	40732	34216	33072	
5445	32544	229	31184	40708	34232	33040	
5446	32576	230	30752	40708	34232	33040	
5447	32400	231	31504	40780	34224	33008	
5448	32416	232	32480	40696	34232	33088	
5449	32544	233	33360	40720	34260	33072	
5450	32368	234	34080	40652	34216	33096	
5451	32560	235	34256	40652	34216	33096	
5452	32416	236	33888	40732	34224	33072	
5453	32640	237	33248	40776	34188	33104	
5454	32512	238	32928	40712	34172	32976	
5455	32448	239	31984	40720	34200	33008	
5456	32496	240	32832	40720	34200	33008	
5457	32544	241	33824	40736	34216	32968	
5458	32464	242	36048	40644	34196	32992	
5459	32288	243	37648	40760	34216	33000	
5460	32288	244	36368	40780	34216	33048	
5461	32240	245	33632	40780	34216	33048	
5462	32496	246	28320	40772	34216	32968	
5463	32480	247	26752	40776	34188	32960	
5464	32576	248	26896	40744	34188	32992	
5465	32400	249	29424	40764	34240	32968	
5466	32544	250	31616	40764	34240	32968	
5467	32544	251	29792	40724	34224	32968	
5468	32336	252	30416	40740	34224	32992	
5469	32496	253	29936	40696	34212	32992	
5470	32256	254	29968	40696	34240	32968	
5471	32256	255	32384	40696	34240	32968	
5472	32384	256	33344	40716	34240	32960	
5473	32368	257	34528	40624	34240	32952	
5474	32608	258	33648	40668	34224	32960	
5475	32384	259	32768	40632	34216	32952	
5476	32816	260	33408	40632	34216	32952	
5477	32496	261	34832	40640	34276	32952	
5478	32288	262	34496	40624	34284	32920	
5479	32624	263	33360	40596	34288	32888	
5480	32736	264	33472	40568	34264	32912	
5481	32656	265	33680	40568	34264	32912	
5482	32640	266	33104	40596	34288	32960	
5483	32176	267	32880	40604	34312	32936	
5484	32320	268	32800	40632	34284	32856	
5485	32544	269	32224	40648	34312	32864	
5486	32672	270	32960	40648	34312	32864	
5487	32512	271	33456	40576	34280	32936	
5488	32416	272	34304	40668	34312	32856	
5489	32336	273	33728	40752	34284	32928	
5490	32464	274	32848	40732	34320	32880	
5491	32560	275	33488	40732	34320	32880	
5492	32528	276	33440	40752	34320	32944	
5493	32464	277	32656	40668	34288	32912	
5494	32384	278	31408	40752	34276	32960	
5495	32528	279	27152	40788	34320	32952	
5496	32432	280	24880	40788	34320	32952	
5497	32688	281	29488	40712	34268	32952	
5498	32448	282	32384	40780	34284	32952	
5499	32640	283	33120	40732	34300	32952	
5500	32544	284	33136	40732	34320	32936	
5501	32352	285	34080	40732	34320	32936	
5502	32464	286	34624	40672	34344	32936	
5503	32448	287	34352	40696	34328	32936	
5504	32704	288	33584	40740	34320	32976	
5505	32256	289	32224	40640	34320	32912	
5506	32432	290	31472	40640	34320	32912	
5507	32400	291	32304	40552	34328	32952	
5508	32256	292	33104	40568	34288	32944	
5509	32560	293	33568	40588	34264	32936	
5510	32432	294	32736	40624	34312	32936	
5511	32672	295	32240	40624	34312	32936	
5512	32512	296	34064	40708	34284	32968	
5513	32304	297	34416	40588	34264	32920	
5514	32496	298	35152	40648	34264	32944	
5515	32464	299	33984	40640	34256	32936	
5516	32672	300	32016	40640	34256	32936	
5517	32448	301	31648	40660	34276	32936	
5518	32416	302	31696	40616	34256	32912	
5519	32496	303	29184	40708	34224	32952	
5520	32544	304	27344	40680	34240	32976	
5521	32768	305	28992	40680	34240	32976	
5522	32352	306	30512	40648	34248	32960	
5523	32368	307	31104	40640	34248	32960	
5524	32464	308	33504	40760	34240	32952	
5525	32368	309	34144	40704	34232	33056	
5526	32528	310	34064	40704	34232	33056	
5527	32480	311	33120	40684	34232	33048	
5528	32432	312	31376	40632	34216	32984	
5529	32240	313	31184	40688	34240	33080	
5530	32496	314	32768	40640	34200	33080	
5531	32640	315	33312	40640	34200	33080	
5532	32448	316	33296	40632	34264	33088	
5533	32224	317	34512	40632	34276	33064	
5534	32304	318	34880	40636	34248	33064	
5535	32496	319	34016	40652	34268	33016	
5536	32624	320	34304	40652	34268	33016	
5537	32480	321	33088	40620	34268	33048	
5538	32368	322	32080	40688	34268	33120	
5539	32368	323	32336	40616	34292	33104	
5540	32624	324	34112	40640	34300	32984	
5541	32656	325	34576	40640	34300	32984	
5542	32512	326	33232	40604	34296	32976	
5543	32496	327	29232	40704	34268	33048	
5544	32544	328	30432	40696	34320	33064	
5545	32352	329	31120	40684	34320	32960	
5546	32640	330	30208	40684	34320	32960	
5547	32528	331	30576	40696	34312	32952	
5548	32592	332	30704	40604	34312	32976	
5549	32528	333	27856	40708	34300	32920	
5550	32448	334	31744	40648	34296	32968	
5551	32320	335	34048	40648	34296	32968	
5552	32144	336	33056	40672	34312	32904	
5553	32416	337	33232	40688	34280	32920	
5554	32496	338	34112	40640	34344	32936	
5555	32336	339	34768	40632	34304	32920	
5556	32416	340	33808	40632	34304	32920	
5557	32480	341	32864	40568	34328	32904	
5558	32528	342	32688	40640	34288	32880	
5559	32544	343	33008	40596	34304	32856	
5560	32448	344	32816	40672	34328	32888	
5561	32448	345	32112	40672	34328	32888	
5562	32448	346	32608	40584	34312	32880	
5563	32688	347	33312	40640	34288	32888	
5564	32768	348	33728	40672	34328	32920	
5565	32560	349	34144	40636	34360	32928	
5566	32672	350	33872	40636	34360	32928	
5567	32320	351	33552	40676	34320	32936	
5568	32384	352	33600	40660	34328	32936	
5569	32656	353	31856	40676	34356	32984	
5570	32496	354	29952	40696	34320	32936	
5571	32384	355	29712	40696	34320	32936	
5572	32400	356	31680	40652	34312	32976	
5573	32336	357	32336	40744	34312	32992	
5574	32272	358	32320	40732	34348	32976	
5575	32416	359	30864	40704	34312	32984	
5576	32368	360	29760	40684	34300	33040	
5577	32464	361	30704	40684	34300	33040	
5578	32288	362	32160	40724	34272	33056	
5579	32320	363	31552	40780	34304	33088	
5580	32384	364	31856	40752	34296	33080	
5581	32800	365	33408	40712	34268	33096	
5582	32352	366	34224	40712	34268	33096	
5583	32384	367	33744	40732	34300	33032	
5584	32592	368	34016	40744	34240	33080	
5585	32512	369	34544	40668	34244	33000	
5586	32704	370	33552	40676	34232	32960	
5587	32368	371	33792	40676	34232	32960	
5588	32368	372	33728	40676	34216	33056	
5589	32464	373	31456	40624	34256	33000	
5590	32592	374	29872	40672	34216	33032	
5591	32368	375	29856	40688	34248	33032	
5592	32448	376	31264	40688	34248	33032	
5593	32416	377	33936	40688	34232	32992	
5594	32752	378	36000	40720	34272	33056	
5595	32544	379	32544	40660	34248	33000	
5596	32528	380	28240	40732	34232	33072	
5597	32304	381	31008	40732	34232	33072	
5598	32464	382	31696	40660	34252	32960	
5599	32608	383	33184	40688	34256	32968	
5600	32400	384	33264	40684	34256	32960	
5601	32592	385	33344	40576	34224	32960	
5602	32480	386	33856	40576	34224	32960	
5603	32528	387	34576	40652	34276	33000	
5604	32560	388	33584	40660	34256	32984	
5605	32416	389	32736	40620	34276	32984	
5606	32560	390	30832	40696	34268	33008	
5607	32624	391	28656	40696	34268	33008	
5608	32416	392	28496	40572	34284	33008	
5609	32416	393	32160	40632	34288	32960	
5610	32224	394	35248	40696	34280	33016	
5611	32192	395	35968	40676	34312	32952	
5612	32272	396	34112	40676	34312	32952	
5613	32416	397	32080	40716	34332	33064	
5614	32480	398	30592	40648	34312	32960	
5615	32432	399	33536	40716	34336	32928	
5616	32672	400	34064	40724	34344	32928	
5617	32480	401	32528	40724	34344	32928	
5618	32448	402	31344	40664	34312	32968	
5619	32560	403	30816	40724	34336	32968	
5620	32688	404	31456	40684	34368	32952	
5621	32512	405	30672	40652	34344	32952	
5622	32240	406	31360	40652	34344	32952	
5623	32512	407	31904	40680	34344	33000	
5624	32448	408	32320	40664	34364	32944	
5625	32288	409	33024	40724	34344	32912	
5626	32304	410	33776	40620	34372	32952	
5627	32352	411	33536	40620	34372	32952	
5628	32560	412	33120	40704	34364	32896	
5629	32736	413	31760	40656	34376	32952	
5630	32704	414	31312	40604	34360	32944	
5631	32704	415	32480	40668	34328	32936	
5632	32400	416	34224	40668	34328	32936	
5633	32480	417	34752	40660	34364	32928	
5634	32384	418	34784	40616	34384	32960	
5635	32560	419	32944	40632	34356	32944	
5636	32640	420	29696	40612	34368	32880	
5637	32544	421	29136	40612	34368	32880	
5638	32560	422	29664	40656	34368	32888	
5639	32368	423	31616	40624	34396	32880	
5640	32560	424	33584	40648	34352	32848	
5641	32592	425	34336	40768	34344	32912	
5642	32080	426	34688	40768	34344	32912	
5643	32336	427	34224	40676	34320	32912	
5644	32464	428	32960	40688	34344	32936	
5645	32432	429	32032	40688	34320	32936	
5646	32688	430	30272	40708	34276	32928	
5647	32384	431	29600	40708	34276	32928	
5648	32560	432	30528	40700	34304	32944	
5649	32368	433	32336	40676	34300	32960	
5650	32608	434	32624	40640	34304	32968	
5651	32512	435	32560	40680	34264	33008	
5652	32416	436	33760	40680	34264	33008	
5653	32368	437	34016	40648	34260	32984	
5654	32368	438	32896	40712	34256	33072	
5655	32400	439	32496	40680	34224	33024	
5656	32816	440	32448	40724	34248	33048	
5657	32368	441	32944	40724	34248	33048	
5658	32528	442	33568	40712	34208	33048	
5659	32608	443	32496	40684	34200	33056	
5660	32624	444	31088	40760	34216	33112	
5661	32464	445	30544	40744	34232	33192	
5662	32160	446	32912	40744	34232	33192	
5663	32224	447	33616	40696	34200	33128	
5664	32288	448	33344	40760	34204	33096	
5665	32544	449	32000	40788	34196	33096	
5666	32608	450	33936	40740	34176	33136	
5667	32688	451	33904	40740	34176	33136	
5668	32464	452	34096	40712	34180	33080	
5669	32304	453	34240	40732	34232	33064	
5670	32576	454	33632	40752	34204	33120	
5671	32688	455	32464	40696	34152	33120	
5672	32448	456	31200	40696	34152	33120	
5673	32320	457	30096	40716	34172	33104	
5674	32496	458	30464	40788	34196	33096	
5675	32592	459	30192	40776	34160	33048	
5676	32496	460	31472	40708	34128	32992	
5677	32416	461	31408	40708	34128	32992	
5678	32400	462	30288	40660	34188	33072	
5679	32448	463	31792	40660	34184	32952	
5680	32528	464	34848	40684	34160	32968	
5681	32448	465	34096	40672	34196	32976	
5682	32448	466	33472	40672	34196	32976	
5683	32656	467	31424	40612	34252	32944	
5684	32464	468	29552	40616	34240	32944	
5685	32464	469	31760	40660	34240	32984	
5686	32432	470	32912	40668	34240	32976	
5687	32304	471	33280	40668	34240	32976	
5688	32432	472	34144	40680	34268	32960	
5689	32592	473	34048	40680	34272	32960	
5690	32672	474	33472	40648	34264	32928	
5691	32704	475	32080	40660	34312	32984	
5692	32624	476	32080	40660	34312	32984	
5693	32528	477	32880	40688	34332	32968	
5694	32432	478	35104	40716	34312	32968	
5695	32416	479	34368	40688	34352	32976	
5696	32352	480	32112	40688	34340	32968	
5697	32240	481	32656	40688	34340	32968	
5698	32576	482	32528	40744	34368	32952	
5699	32512	483	30576	40688	34352	32936	
5700	32448	484	31664	40724	34384	32928	
5701	32512	485	30768	40740	34388	32928	
5702	32256	486	30608	40740	34388	32928	
5703	32608	487	30992	40704	34372	32872	
5704	32496	488	33776	40744	34392	32824	
5705	32496	489	34512	40732	34416	32896	
5706	32480	490	33968	40684	34392	32832	
5707	32208	491	31280	40684	34392	32832	
5708	32352	492	28992	40640	34456	32872	
5709	32512	493	28816	40612	34424	32856	
5710	32512	494	30624	40632	34408	32808	
5711	32512	495	32544	40648	34432	32912	
5712	32464	496	33136	40648	34432	32912	
5713	32592	497	34352	40652	34416	32840	
5714	32560	498	34944	40616	34416	32872	
5715	32368	499	35136	40604	34408	32824	
5716	32560	500	34784	40620	34472	32808	
5717	32624	501	33632	40620	34472	32808	
5718	32784	502	33024	40628	34432	32864	
5719	32416	503	32560	40624	34396	32880	
5720	32720	504	30432	40668	34408	32872	
5721	32528	505	29472	40640	34424	32864	
5722	32224	506	31648	40640	34424	32864	
5723	32656	507	31648	40732	34400	32872	
5724	32240	508	31600	40752	34400	32864	
5725	32288	509	31600	40660	34376	32848	
5726	32400	510	31040	40716	34364	32824	
5727	32240	511	33200	40716	34364	32824	
5728	32416	512	34000	40732	34408	32920	
5729	32592	513	33312	40768	34328	32952	
5730	32640	514	32768	40780	34328	33056	
5731	32304	515	32784	40724	34312	33040	
5732	32656	516	33120	40724	34312	33040	
5733	32768	517	32832	40732	34312	32960	
5734	32400	518	31312	40768	34268	33048	
5735	32496	519	32096	40724	34260	33096	
5736	32480	520	32544	40752	34248	33008	
5737	32224	521	31792	40752	34248	33008	
5738	32592	522	32208	40688	34232	33104	
5739	32576	523	33008	40724	34260	33104	
5740	32624	524	32976	40656	34224	33112	
5741	32528	525	32848	40732	34268	33136	
5742	32496	526	32592	40732	34268	33136	
5743	32656	527	32880	40696	34224	33008	
5744	32528	528	32976	40696	34188	33080	
5745	32608	529	32416	40704	34200	33152	
5746	32320	530	32416	40744	34208	33160	
5747	32336	531	32016	40744	34208	33160	
5748	32528	532	32512	40768	34172	33120	
5749	32560	533	33472	40712	34184	33104	
5750	32352	534	34768	40752	34204	33120	
5751	32256	535	35120	40788	34136	33104	
5752	32464	536	35952	40788	34136	33104	
5753	32288	537	34896	40696	34112	33152	
5754	32288	538	32752	40724	34144	33152	
5755	32480	539	31344	40716	34084	33168	
5756	32528	540	29744	40696	34136	33104	
5757	32544	541	30192	40696	34136	33104	
5758	32848	542	28288	40732	34136	33128	
5759	32720	543	26336	40732	34168	33064	
5760	32448	544	27520	40684	34172	33072	
5761	32416	545	31168	40704	34168	33064	
5762	32224	546	33632	40704	34168	33064	
5763	32432	547	31792	40640	34188	33064	
5764	32640	548	32496	40724	34212	33072	
5765	32624	549	33424	40624	34192	33096	
5766	32288	550	31888	40640	34176	33024	
5767	32336	551	33216	40640	34176	33024	
5768	32592	552	35088	40648	34188	33080	
5769	32256	553	36224	40648	34200	32992	
5770	32336	554	36080	40640	34232	33008	
5771	32496	555	35152	40588	34208	32976	
5772	32544	556	31456	40588	34208	32976	
5773	32560	557	31792	40552	34216	32976	
5774	32496	558	29408	40592	34268	32944	
5775	32656	559	29536	40624	34272	32952	
5776	32512	560	31376	40628	34272	32936	
5777	32288	561	31584	40628	34272	32936	
5778	32672	562	31824	40656	34328	32928	
5779	32512	563	32752	40624	34296	32880	
5780	32320	564	33696	40644	34304	32856	
5781	32544	565	33888	40668	34320	32864	
5782	32400	566	33792	40668	34320	32864	
5783	32400	567	33664	40788	34336	32936	
5784	32352	568	33200	40732	34352	32936	
5785	32352	569	33696	40724	34372	32912	
5786	32192	570	35520	40640	34380	32968	
5787	32512	571	33072	40640	34380	32968	
5788	32608	572	31392	40668	34408	32928	
5789	32528	573	31312	40780	34392	32912	
5790	32640	574	30528	40752	34400	32904	
5791	32672	575	30752	40760	34424	33000	
5792	32432	576	32416	40760	34424	33000	
5793	32608	577	33168	40760	34436	32936	
5794	32496	578	31856	40768	34416	32896	
5795	32592	579	30960	40660	34408	32880	
5796	32640	580	32800	40680	34424	32920	
5797	32432	581	30816	40680	34424	32920	
5798	32384	582	31280	40724	34408	32920	
5799	32272	583	32496	40704	34464	32832	
5800	32464	584	31344	40660	34408	32904	
5801	32304	585	32864	40668	34408	32896	
5802	32336	586	33200	40668	34408	32896	
5803	32560	587	32992	40592	34384	32904	
5804	32416	588	32928	40640	34376	32880	
5805	32432	589	33872	40648	34396	32872	
5806	32320	590	34528	40604	34364	32888	
5807	32400	591	34832	40604	34364	32888	
5808	32608	592	34672	40668	34380	32840	
5809	32400	593	34304	40716	34344	32920	
5810	32592	594	33520	40668	34352	32928	
5811	32448	595	31680	40708	34328	32960	
5812	32416	596	30192	40708	34328	32960	
5813	32592	597	28656	40676	34312	32944	
5814	32480	598	27440	40712	34280	32912	
5815	32608	599	28032	40688	34320	32968	
5816	32544	600	33040	40676	34320	33064	
5817	32400	601	34896	40676	34320	33064	
5818	32240	602	34752	40604	34284	32960	
5819	32592	603	34784	40676	34312	33064	
5820	32368	604	33856	40648	34268	33000	
5821	32400	605	32928	40668	34252	33048	
5822	32352	606	33056	40668	34252	33048	
5823	32336	607	31936	40732	34276	33104	
5824	32560	608	30704	40636	34256	33072	
5825	32592	609	28368	40632	34248	33080	
5826	32384	610	26368	40588	34216	33072	
5827	32480	611	31120	40588	34216	33072	
5828	32496	612	34304	40596	34248	33120	
