# OpenSignals Text File Format. Version 1
# {"8C:F6:81:6C:CD:1C": {"position": 0, "device": "cardiobanplux", "device name": "8C:F6:81:6C:CD:1C", "device connection": "BTH8C:F6:81:6C:CD:1C", "sampling rate": 400, "resolution": [16, 16, 16, 16], "firmware version": 1027, "comments": "", "keywords": "", "mode": 0, "sync interval": 2, "date": "2024-1-15", "time": "16:19:16.143", "channels": [1, 2, 3, 4], "sensor": ["ECG", "gACC", "gACC", "gACC"], "label": ["ECG", "ACC_X", "ACC_Y", "ACC_Z"], "column": ["nSeq", "ECG", "ACC_X", "ACC_Y", "ACC_Z"], "special": [{}, {}, {}, {}], "digital IO": []}}
# EndOfHeader
0	31776	25188	31556	35508	
1	31824	25188	31560	35528	
2	31824	25208	31532	35496	
3	31808	25236	31552	35508	
4	31824	25216	31564	35524	
5	31696	25192	31540	35544	
6	31568	25188	31564	35552	
7	31472	25220	31564	35564	
8	31376	25220	31564	35560	
9	31520	25212	31536	35548	
10	31744	25220	31532	35576	
11	31872	25216	31584	35564	
12	32048	25216	31548	35576	
13	32128	25252	31552	35576	
14	32304	25268	31572	35616	
15	32448	25240	31544	35596	
16	32400	25216	31556	35572	
17	32464	25228	31576	35588	
18	32544	25264	31564	35572	
19	32720	25284	31568	35592	
20	32848	25256	31552	35600	
21	32880	25256	31560	35572	
22	33040	25264	31556	35600	
23	33184	25260	31560	35560	
24	33152	25232	31540	35592	
25	33104	25260	31560	35568	
26	33072	25280	31564	35604	
27	33088	25304	31564	35576	
28	32976	25252	31556	35584	
29	32928	25284	31560	35596	
30	32832	25248	31556	35600	
31	32848	25252	31560	35588	
32	32832	25308	31580	35604	
33	32784	25328	31564	35600	
34	32992	25276	31552	35592	
35	33376	25288	31548	35580	
36	33632	25252	31544	35592	
37	33424	25296	31540	35556	
38	32800	25252	31520	35548	
39	32784	25232	31516	35568	
40	33200	25236	31528	35508	
41	33456	25252	31508	35508	
42	33456	25244	31492	35520	
43	32704	25252	31488	35532	
44	31424	25216	31496	35536	
45	31136	25240	31492	35544	
46	31456	25196	31512	35564	
47	31664	25264	31524	35572	
48	31504	25268	31568	35608	
49	31152	25272	31540	35604	
50	31360	25260	31548	35620	
51	32752	25272	31560	35680	
52	34192	25220	31616	35708	
53	36368	25232	31644	35732	
54	39040	25192	31716	35796	
55	40624	25220	31772	35780	
56	40576	25152	31828	35796	
57	39856	25132	31868	35752	
58	38672	25204	31796	35604	
59	37376	25304	31624	35520	
60	36128	25280	31464	35396	
61	35104	25244	31280	35356	
62	34352	25148	31252	35372	
63	33392	25148	31300	35356	
64	32656	25132	31328	35268	
65	32064	25160	31352	35176	
66	31568	25188	31364	35164	
67	31264	25240	31384	35248	
68	31040	25308	31384	35428	
69	30960	25340	31468	35460	
70	30976	25384	31608	35444	
71	30864	25380	31728	35448	
72	30880	25436	31744	35588	
73	30880	25468	31712	35708	
74	30848	25472	31716	35812	
75	30864	25516	31668	35824	
76	30848	25460	31692	35812	
77	30928	25400	31708	35740	
78	30976	25376	31680	35624	
79	31056	25332	31676	35608	
80	31216	25276	31612	35568	
81	31168	25236	31544	35536	
82	31248	25136	31508	35520	
83	31232	25120	31452	35524	
84	31248	25084	31456	35480	
85	31296	25060	31480	35432	
86	31376	25056	31476	35412	
87	31344	25004	31484	35372	
88	31376	25068	31492	35380	
89	31408	25064	31488	35388	
90	31392	25096	31492	35364	
91	31328	25108	31472	35424	
92	31280	25192	31516	35360	
93	31328	25212	31528	35384	
94	31392	25296	31536	35372	
95	31456	25344	31556	35448	
96	31520	25360	31548	35508	
97	31488	25376	31524	35560	
98	31440	25388	31520	35580	
99	31456	25376	31516	35660	
100	31472	25380	31520	35660	
101	31440	25376	31512	35660	
102	31360	25336	31556	35696	
103	31392	25364	31532	35752	
104	31408	25312	31588	35696	
105	31328	25324	31584	35692	
106	31328	25216	31604	35692	
107	31360	25240	31612	35704	
108	31312	25228	31600	35664	
109	31296	25216	31580	35672	
110	31280	25224	31568	35632	
111	31296	25180	31572	35624	
112	31296	25172	31544	35588	
113	31280	25208	31556	35596	
114	31296	25188	31528	35560	
115	31296	25200	31524	35536	
116	31328	25208	31536	35564	
117	31376	25216	31496	35560	
118	31456	25248	31500	35540	
119	31520	25296	31500	35468	
120	31536	25328	31500	35496	
121	31680	25348	31480	35516	
122	31664	25344	31488	35504	
123	31632	25308	31488	35556	
124	31648	25328	31496	35496	
125	31616	25320	31492	35496	
126	31728	25348	31500	35520	
127	31776	25284	31512	35524	
128	31760	25288	31516	35488	
129	31808	25284	31488	35504	
130	31648	25316	31556	35504	
131	31680	25316	31532	35548	
132	31696	25320	31548	35536	
133	31648	25328	31540	35588	
134	31648	25336	31548	35568	
135	31696	25328	31548	35592	
136	31680	25284	31552	35588	
137	31584	25276	31564	35592	
138	31456	25260	31556	35596	
139	31408	25224	31568	35608	
140	31360	25192	31556	35616	
141	31408	25168	31568	35596	
142	31360	25176	31540	35580	
143	31472	25180	31524	35536	
144	31456	25216	31524	35472	
145	31504	25200	31504	35476	
146	31632	25220	31508	35500	
147	31664	25216	31524	35520	
148	31680	25220	31552	35524	
149	31792	25224	31516	35516	
150	31888	25224	31516	35512	
151	31968	25240	31524	35568	
152	32016	25220	31524	35532	
153	32112	25236	31516	35596	
154	32080	25204	31524	35520	
155	32112	25220	31512	35488	
156	32176	25244	31520	35508	
157	32208	25224	31528	35496	
158	32288	25256	31524	35500	
159	32384	25224	31548	35500	
160	32416	25192	31548	35524	
161	32512	25220	31592	35520	
162	32560	25208	31556	35488	
163	32576	25220	31564	35500	
164	32672	25228	31580	35504	
165	32784	25192	31548	35500	
166	32800	25196	31552	35484	
167	32912	25220	31524	35480	
168	32864	25276	31524	35484	
169	32832	25280	31520	35520	
170	32832	25272	31532	35536	
171	32784	25264	31512	35544	
172	32832	25260	31520	35576	
173	32848	25320	31524	35552	
174	32928	25320	31512	35560	
175	32912	25328	31524	35600	
176	33008	25328	31548	35616	
177	32992	25324	31544	35616	
178	33040	25328	31528	35616	
179	33056	25312	31532	35624	
180	33056	25312	31508	35588	
181	33088	25308	31532	35596	
182	33072	25284	31520	35604	
183	33024	25260	31508	35584	
184	32992	25312	31536	35616	
185	33024	25308	31536	35576	
186	32992	25304	31544	35584	
187	33024	25264	31544	35568	
188	33008	25296	31548	35600	
189	32976	25296	31552	35596	
190	32960	25280	31548	35600	
191	33024	25312	31524	35592	
192	33088	25232	31528	35604	
193	33136	25260	31544	35608	
194	33152	25256	31564	35596	
195	33104	25300	31532	35600	
196	33104	25224	31536	35544	
197	33104	25288	31532	35604	
198	33136	25296	31540	35612	
199	33136	25296	31552	35592	
200	33104	25308	31528	35596	
201	33040	25288	31516	35592	
202	33024	25276	31536	35576	
203	32960	25244	31516	35620	
204	32960	25248	31512	35588	
205	32976	25268	31512	35612	
206	32944	25240	31516	35604	
207	32944	25240	31528	35592	
208	32944	25224	31532	35524	
209	32896	25204	31520	35536	
210	32864	25228	31512	35584	
211	32800	25280	31532	35520	
212	32880	25224	31548	35560	
213	32784	25212	31548	35592	
214	32864	25264	31528	35536	
215	32944	25276	31544	35548	
216	32816	25224	31544	35564	
217	32656	25284	31556	35572	
218	32544	25248	31544	35580	
219	32384	25228	31548	35556	
220	32096	25224	31548	35592	
221	32016	25200	31544	35600	
